s188,"(1, 1)"
s194,"(1, 1)"
s836,"(1, 1)"
v0025,"(1, 1)"
v0321,"(1, 1)"
v0329,"(1, 1)"
v0521,"(1, 1)"
v0535,"(1, 1)"
v0595,"(1, 1)"
v0600,"(2, 2)"
v0656,"(2, 2)"
v1063,"(2, 2)"
v1126,"(1, 1)"
v1348,"(2, 2)"
v1434,"(3, 3)"
v1811,"(2, 2)"
v1935,"(3, 3)"
v1964,"(2, 2)"
v1971,"(1, 1)"
v2001,"(1, 1)"
v2257,"(1, 1)"
v2272,"(1, 1)"
v2508,"(1, 1)"
v2743,"(1, 1)"
v2861,"(1, 1)"
v2869,"(1, 1)"
v2888,"(4, 4)"
v3093,"(1, 1)"
v3169,"(1, 1)"
v3423,"(1, 1)"
v3541,"(2, 2)"
t00017,"(1, 1)"
t00027,"(1, 1)"
t00565,"(1, 1)"
t00577,"(1, 1)"
t01039,"(1, 1)"
t01142,"(1, 1)"
t01235,"(2, 2)"
t01342,"(3, 3)"
t01779,"(1, 1)"
t01901,"(1, 1)"
t02019,"(1, 1)"
t02069,"(1, 1)"
t02188,"(1, 1)"
t02275,"(3, 3)"
t02599,"(3, 3)"
t02634,"(2, 2)"
t02795,"(5, 5)"
t03592,"(5, 5)"
t03608,"(1, 1)"
t04359,"(5, 4)"
t04364,"(2, 2)"
t04507,"(2, 2)"
t04651,"(2, 2)"
t04875,"(4, 4)"
t04928,"(4, 4)"
t05074,"(1, 1)"
t05252,"(1, 1)"
t05269,"(1, 1)"
t05288,"(1, 1)"
t05399,"(4, 4)"
t06161,"(2, 2)"
t07094,"(6, 5)"
t07123,"(7, 6)"
t07168,"(2, 2)"
t07281,"(1, 1)"
t07452,"(1, 1)"
t07487,"(4, 4)"
t07550,"(3, 3)"
t07579,"(4, 4)"
t07599,"(1, 1)"
t07687,"(4, 4)"
t07693,"(6, 5)"
t07967,"(7, 6)"
t08173,"(3, 3)"
t08237,"(7, 6)"
t08306,"(1, 1)"
t08346,"(3, 3)"
t08386,"(4, 4)"
t08443,"(1, 1)"
t08508,"(2, 2)"
t08617,"(1, 1)"
t08967,"(1, 1)"
t09218,"(1, 1)"
t09900,"(1, 1)"
t09927,"(1, 1)"
t10416,"(1, 1)"
t10500,"(2, 2)"
t10558,"(2, 2)"
t10620,"(3, 3)"
t10645,"(1, 1)"
t10887,"(2, 2)"
t10930,"(2, 2)"
t10974,"(1, 1)"
t11139,"(3, 3)"
t11248,"(1, 1)"
t11292,"(5, 5)"
t11402,"(1, 1)"
t11418,"(1, 1)"
t11441,"(2, 2)"
t11462,"(1, 1)"
t11489,"(2, 2)"
t11497,"(1, 1)"
t11532,"(1, 1)"
t11577,"(1, 1)"
t11618,"(3, 3)"
t11748,"(1, 1)"
t11752,"(3, 3)"
t11795,"(2, 2)"
t11798,"(4, 4)"
t11888,"(3, 3)"
t11898,"(1, 1)"
t11900,"(1, 1)"
t12120,"(2, 2)"
t12180,"(2, 2)"
t12270,"(1, 1)"
t12344,"(1, 1)"
t12376,"(2, 2)"
t12388,"(1, 1)"
t12607,"(1, 1)"
t12630,"(1, 1)"
t12679,"(2, 2)"
t12757,"(1, 1)"
o9_00017,"(1, 1)"
o9_00022,"(1, 1)"
o9_01024,"(1, 1)"
o9_01035,"(1, 1)"
o9_02030,"(1, 1)"
o9_02163,"(1, 1)"
o9_02471,"(3, 3)"
o9_02559,"(5, 5)"
o9_02873,"(3, 3)"
o9_03278,"(4, 4)"
o9_03420,"(5, 5)"
o9_03597,"(3, 3)"
o9_03862,"(2, 2)"
o9_04037,"(1, 1)"
o9_04139,"(1, 1)"
o9_04950,"(1, 1)"
o9_05028,"(1, 1)"
o9_05286,"(4, 4)"
o9_05564,"(4, 4)"
o9_05624,"(3, 3)"
o9_06369,"(5, 5)"
o9_06393,"(6, 6)"
o9_07674,"(3, 3)"
o9_07761,"(5, 5)"
o9_08160,"(7, 6)"
o9_08179,"(8, 7)"
o9_08268,"(8, 7)"
o9_08280,"(9, 8)"
o9_08767,"(6, 5)"
o9_09214,"(2, 2)"
o9_09408,"(2, 2)"
o9_09486,"(6, 5)"
o9_09530,"(2, 2)"
o9_09648,"(9, 8)"
o9_10288,"(2, 2)"
o9_10654,"(1, 1)"
o9_10817,"(1, 1)"
o9_11161,"(1, 1)"
o9_11270,"(5, 5)"
o9_11288,"(7, 6)"
o9_11413,"(8, 7)"
o9_11490,"(7, 6)"
o9_11577,"(2, 2)"
o9_12414,"(1, 1)"
o9_12773,"(2, 2)"
o9_12797,"(11, 10)"
o9_13126,"(7, 6)"
o9_13136,"(1, 1)"
o9_13141,"(2, 2)"
o9_13240,"(3, 3)"
o9_13273,"(2, 2)"
o9_13342,"(2, 2)"
o9_13638,"(2, 2)"
o9_13732,"(3, 3)"
o9_16033,"(6, 5)"
o9_16248,"(1, 1)"
o9_16874,"(1, 1)"
o9_16941,"(9, 8)"
o9_16959,"(5, 4)"
o9_16991,"(11, 10)"
o9_17388,"(1, 1)"
o9_18054,"(2, 2)"
o9_18772,"(1, 1)"
o9_18905,"(4, 4)"
o9_18931,"(1, 1)"
o9_18946,"(6, 6)"
o9_19031,"(1, 1)"
o9_19326,"(2, 2)"
o9_19660,"(8, 7)"
o9_19721,"(8, 7)"
o9_19831,"(4, 4)"
o9_20180,"(1, 1)"
o9_20397,"(2, 2)"
o9_20458,"(1, 1)"
o9_20617,"(2, 2)"
o9_20656,"(6, 5)"
o9_20894,"(1, 1)"
o9_20956,"(2, 2)"
o9_21066,"(2, 2)"
o9_21103,"(3, 3)"
o9_21116,"(4, 4)"
o9_21236,"(10, 9)"
o9_21545,"(6, 5)"
o9_21697,"(10, 9)"
o9_21722,"(9, 9)"
o9_21786,"(2, 2)"
o9_21905,"(6, 5)"
o9_21927,"(3, 3)"
o9_21958,"(5, 5)"
o9_21992,"(3, 3)"
o9_22066,"(1, 1)"
o9_22199,"(2, 2)"
o9_22337,"(1, 1)"
o9_22550,"(2, 2)"
o9_22790,"(2, 2)"
o9_22883,"(7, 6)"
o9_22951,"(1, 1)"
o9_23069,"(7, 7)"
o9_23094,"(3, 3)"
o9_23147,"(1, 1)"
o9_23178,"(5, 5)"
o9_23571,"(6, 5)"
o9_23786,"(1, 1)"
o9_24030,"(8, 7)"
o9_24047,"(10, 9)"
o9_24293,"(1, 1)"
o9_24518,"(12, 11)"
o9_24667,"(3, 3)"
o9_24670,"(1, 1)"
o9_25096,"(3, 3)"
o9_25106,"(3, 3)"
o9_25283,"(4, 4)"
o9_25345,"(10, 9)"
o9_25878,"(7, 6)"
o9_26120,"(4, 4)"
o9_26170,"(5, 5)"
o9_26774,"(2, 2)"
o9_27079,"(2, 2)"
o9_27165,"(2, 2)"
o9_27215,"(1, 1)"
o9_27286,"(5, 4)"
o9_27542,"(1, 1)"
o9_27893,"(4, 4)"
o9_28149,"(7, 6)"
o9_28207,"(3, 3)"
o9_28354,"(4, 4)"
o9_28622,"(9, 8)"
o9_28874,"(2, 2)"
o9_28929,"(2, 2)"
o9_29662,"(2, 2)"
o9_29669,"(2, 2)"
o9_29698,"(6, 5)"
o9_29916,"(1, 1)"
o9_29972,"(3, 3)"
o9_29992,"(1, 1)"
o9_30018,"(1, 1)"
o9_30040,"(7, 7)"
o9_30087,"(1, 1)"
o9_30147,"(2, 2)"
o9_30430,"(1, 1)"
o9_30502,"(4, 4)"
o9_30542,"(1, 1)"
o9_30564,"(5, 4)"
o9_30696,"(3, 3)"
o9_31036,"(5, 5)"
o9_31042,"(3, 3)"
o9_31310,"(9, 8)"
o9_31430,"(4, 4)"
o9_31472,"(2, 2)"
o9_31828,"(1, 1)"
o9_31990,"(1, 1)"
o9_32028,"(6, 5)"
o9_32570,"(5, 5)"
o9_32687,"(4, 4)"
o9_32994,"(5, 4)"
o9_33067,"(2, 2)"
o9_33111,"(5, 4)"
o9_33262,"(3, 2)"
o9_33263,"(3, 3)"
o9_33432,"(4, 4)"
o9_33452,"(2, 2)"
o9_33568,"(2, 2)"
o9_33783,"(4, 4)"
o9_33833,"(2, 2)"
o9_33834,"(1, 1)"
o9_33966,"(1, 1)"
o9_34097,"(2, 2)"
o9_34182,"(3, 3)"
o9_34323,"(1, 1)"
o9_34336,"(5, 4)"
o9_34379,"(5, 4)"
o9_34450,"(8, 7)"
o9_34561,"(4, 4)"
o9_34625,"(6, 5)"
o9_34671,"(7, 7)"
o9_34700,"(2, 2)"
o9_34743,"(1, 1)"
o9_34801,"(2, 2)"
o9_34818,"(1, 1)"
o9_34908,"(1, 1)"
o9_34949,"(2, 2)"
o9_35003,"(2, 2)"
o9_35090,"(3, 3)"
o9_35997,"(3, 3)"
o9_35998,"(3, 3)"
o9_36089,"(4, 4)"
o9_36090,"(2, 2)"
o9_36180,"(2, 2)"
o9_36215,"(8, 7)"
o9_36258,"(3, 3)"
o9_36320,"(1, 1)"
o9_36357,"(1, 1)"
o9_36459,"(1, 1)"
o9_36696,"(3, 3)"
o9_36873,"(2, 2)"
o9_36955,"(1, 1)"
o9_37005,"(8, 7)"
o9_37028,"(2, 2)"
o9_37547,"(1, 1)"
o9_37563,"(2, 2)"
o9_37618,"(3, 3)"
o9_37731,"(1, 1)"
o9_37761,"(1, 1)"
o9_37768,"(1, 1)"
o9_37876,"(3, 3)"
o9_37895,"(5, 4)"
o9_38014,"(1, 1)"
o9_38190,"(5, 5)"
o9_38364,"(1, 1)"
o9_38471,"(2, 2)"
o9_38560,"(4, 4)"
o9_38600,"(1, 1)"
o9_38623,"(2, 2)"
o9_38639,"(2, 2)"
o9_38681,"(3, 3)"
o9_38780,"(6, 5)"
o9_38975,"(1, 1)"
o9_39163,"(6, 5)"
o9_39266,"(3, 3)"
o9_39285,"(1, 1)"
o9_39369,"(3, 3)"
o9_39395,"(3, 3)"
o9_39430,"(2, 2)"
o9_39433,"(1, 1)"
o9_39551,"(3, 3)"
o9_39591,"(1, 1)"
o9_39746,"(1, 1)"
o9_39754,"(10, 9)"
o9_39806,"(1, 1)"
o9_39887,"(1, 1)"
o9_39930,"(1, 1)"
o9_39967,"(1, 1)"
o9_39973,"(4, 4)"
o9_39974,"(3, 3)"
o9_40063,"(4, 4)"
o9_40081,"(1, 1)"
o9_40130,"(4, 4)"
o9_40171,"(3, 3)"
o9_40192,"(2, 2)"
o9_40245,"(6, 6)"
o9_40284,"(7, 6)"
o9_40361,"(1, 1)"
o9_40390,"(3, 3)"
o9_40449,"(1, 1)"
o9_40484,"(1, 1)"
o9_40522,"(1, 1)"
o9_40547,"(2, 2)"
o9_40803,"(1, 1)"
o9_40873,"(1, 1)"
o9_41058,"(2, 2)"
o9_41312,"(1, 1)"
o9_41388,"(2, 2)"
o9_41610,"(5, 5)"
o9_41621,"(7, 6)"
o9_41633,"(5, 5)"
o9_41677,"(4, 4)"
o9_41678,"(3, 3)"
o9_41909,"(1, 1)"
o9_41980,"(4, 4)"
o9_42220,"(1, 1)"
o9_42296,"(2, 2)"
o9_42429,"(4, 3)"
o9_42511,"(1, 1)"
o9_42515,"(1, 1)"
o9_42607,"(1, 1)"
o9_42660,"(1, 1)"
o9_42714,"(2, 2)"
o9_42735,"(1, 1)"
o9_42936,"(1, 1)"
o9_42942,"(7, 6)"
o9_42960,"(5, 5)"
o9_42973,"(3, 3)"
o9_42999,"(4, 4)"
o9_43197,"(2, 2)"
o9_43407,"(1, 1)"
o9_43446,"(1, 1)"
o9_43481,"(2, 2)"
o9_43566,"(3, 3)"
o9_43608,"(3, 3)"
o9_43730,"(1, 1)"
o9_43760,"(5, 4)"
o9_43778,"(6, 6)"
o9_43859,"(2, 2)"
o9_43876,"(1, 1)"
o9_43946,"(2, 2)"
o9_44048,"(3, 3)"
